id station labeled_across_stations labels_per_station trace_starttime trace_endtime
2019056115454, LH03, False, 1, 2019-02-25T11:54:54.000000Z, 2019-02-25T11:56:53.990000Z
2019056122700, LH01, False, 1, 2019-02-25T12:27:00.000000Z, 2019-02-25T12:28:59.990000Z
2019056123651, LH03, False, 1, 2019-02-25T12:36:51.000000Z, 2019-02-25T12:38:50.990000Z
2019056150958, LH02, False, 2, 2019-02-25T15:09:58.000000Z, 2019-02-25T15:11:57.990000Z
2019056160652, LH02, False, 1, 2019-02-25T16:06:52.000000Z, 2019-02-25T16:08:51.990000Z
2019056170348, LH02, False, 2, 2019-02-25T17:03:48.000000Z, 2019-02-25T17:06:17.990000Z
2019056182420, LH01, False, 1, 2019-02-25T18:24:20.000000Z, 2019-02-25T18:26:19.990000Z
2019056185051, LH01, False, 2, 2019-02-25T18:50:51.000000Z, 2019-02-25T18:53:20.990000Z
2019056204053, LH02, False, 1, 2019-02-25T20:40:53.000000Z, 2019-02-25T20:42:52.990000Z
2019056204640, LH02, False, 2, 2019-02-25T20:46:40.000000Z, 2019-02-25T20:49:09.990000Z
2019057113849, LH02, False, 1, 2019-02-26T11:38:49.000000Z, 2019-02-26T11:40:48.990000Z
2019057125722, LH01, False, 1, 2019-02-26T12:57:22.000000Z, 2019-02-26T12:59:21.990000Z
2019057135430, LH01, False, 2, 2019-02-26T13:54:30.000000Z, 2019-02-26T13:56:29.990000Z
2019057165310, LH01, False, 2, 2019-02-26T16:53:10.000000Z, 2019-02-26T16:55:09.990000Z
2019057171656, LH01, False, 3, 2019-02-26T17:16:56.000000Z, 2019-02-26T17:19:25.990000Z
2019057172458, LH01, False, 3, 2019-02-26T17:24:58.000000Z, 2019-02-26T17:26:57.990000Z
2019057172532, LH01, False, 4, 2019-02-26T17:25:32.000000Z, 2019-02-26T17:27:31.990000Z
2019057172614, LH01, False, 4, 2019-02-26T17:26:14.000000Z, 2019-02-26T17:28:13.990000Z
2019057174336, LH01, False, 3, 2019-02-26T17:43:36.000000Z, 2019-02-26T17:45:35.990000Z
2019058134245, LH01, False, 1, 2019-02-27T13:42:45.000000Z, 2019-02-27T13:44:44.990000Z
2019058181605, LH02, False, 1, 2019-02-27T18:16:05.000000Z, 2019-02-27T18:18:04.990000Z
2019058200853, LH03, False, 1, 2019-02-27T20:08:53.000000Z, 2019-02-27T20:10:52.990000Z
2019058202933, LH01, False, 1, 2019-02-27T20:29:33.000000Z, 2019-02-27T20:31:32.990000Z
2019058203056, LH01, False, 2, 2019-02-27T20:30:56.000000Z, 2019-02-27T20:32:55.990000Z
2019059113340, LH03, False, 1, 2019-02-28T11:33:40.000000Z, 2019-02-28T11:35:39.990000Z
2019059115910, LH01, False, 1, 2019-02-28T11:59:10.000000Z, 2019-02-28T12:01:09.990000Z
2019059123840, LH01, False, 2, 2019-02-28T12:38:40.000000Z, 2019-02-28T12:40:39.990000Z
2019059130252, LH01, False, 1, 2019-02-28T13:02:52.000000Z, 2019-02-28T13:04:51.990000Z
2019059172541, LH02, False, 2, 2019-02-28T17:25:41.000000Z, 2019-02-28T17:27:40.990000Z
2019059194241, LH01, False, 3, 2019-02-28T19:42:41.000000Z, 2019-02-28T19:44:40.990000Z
2019059194713, LH01, False, 3, 2019-02-28T19:47:13.000000Z, 2019-02-28T19:49:12.990000Z
2019060185256, LH01, False, 1, 2019-03-01T18:52:56.000000Z, 2019-03-01T18:54:55.990000Z
2019060200111, LH01, False, 1, 2019-03-01T20:01:11.000000Z, 2019-03-01T20:03:10.990000Z
2019061112242, LH02, False, 3, 2019-03-02T11:22:42.000000Z, 2019-03-02T11:24:41.990000Z
2019061115631, LH01, False, 1, 2019-03-02T11:56:31.000000Z, 2019-03-02T11:58:30.990000Z
2019061115742, LH03, False, 1, 2019-03-02T11:57:42.000000Z, 2019-03-02T11:59:41.990000Z
